job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_label,days_open,salary_bracket
AI03977,Machine Learning Researcher,111850,USD,111850,Mid,Full-Time,Norway,Small,Norway,0,"MLOps, Python, TensorFlow",PhD,2,Real Estate,2024-02-25,2024-03-21,2475,6.4,Algorithmic Solutions,On-Site,25,100K-150K
AI03978,Machine Learning Engineer,193873,EUR,164792,Executive,Full-Time,Netherlands,Medium,Netherlands,0,"Scala, Kubernetes, Deep Learning, Java",Master,12,Real Estate,2024-11-10,2025-01-11,2444,8.6,Machine Intelligence Group,On-Site,62,> 150K
AI03979,Head of AI,69980,USD,69980,Executive,Contract,China,Medium,China,50,"Mathematics, PyTorch, Statistics, Kubernetes, Hadoop",PhD,17,Technology,2024-01-03,2024-02-05,1838,8.5,Future Systems,Hybrid,33,60K-100K
AI03980,AI Specialist,17744,USD,17744,Junior,Full-Time,India,Small,Kenya,0,"AWS, Git, NLP",Master,1,Media,2025-03-11,2025-04-09,1086,7.8,DeepTech Ventures,On-Site,29,< 60K
AI03981,Research Scientist,55353,EUR,47050,Junior,Part-Time,France,Large,France,100,"PyTorch, TensorFlow, Java, SQL, Mathematics",Associate,0,Consulting,2024-10-17,2024-12-10,1210,8.2,Neural Networks Co,Remote,54,< 60K
AI03982,AI Specialist,29786,USD,29786,Junior,Part-Time,China,Medium,Latvia,50,"Spark, Statistics, Data Visualization",Bachelor,0,Telecommunications,2024-11-17,2025-01-19,2453,7.3,Advanced Robotics,Hybrid,63,< 60K
AI03983,Machine Learning Researcher,75425,EUR,64111,Mid,Full-Time,France,Medium,France,100,"Python, Kubernetes, Deep Learning, Hadoop, R",Master,4,Telecommunications,2025-01-06,2025-02-04,1488,9.1,DeepTech Ventures,Remote,29,60K-100K
AI03984,Data Engineer,154886,EUR,131653,Executive,Full-Time,Austria,Small,Australia,0,"Git, SQL, Python",Master,13,Gaming,2024-03-04,2024-04-17,2028,9.6,Advanced Robotics,On-Site,44,> 150K
AI03985,Data Engineer,99073,CAD,123841,Senior,Full-Time,Canada,Medium,Canada,0,"Git, Kubernetes, SQL, PyTorch, Hadoop",PhD,9,Automotive,2025-03-07,2025-04-25,1381,6.4,Quantum Computing Inc,On-Site,49,60K-100K
AI03986,Head of AI,73454,EUR,62436,Junior,Full-Time,France,Medium,France,0,"Azure, Java, Docker",Bachelor,0,Telecommunications,2024-02-04,2024-02-29,2135,8.8,DataVision Ltd,On-Site,25,60K-100K
AI03987,AI Consultant,59838,USD,59838,Senior,Contract,China,Small,China,100,"Kubernetes, PyTorch, Linux, Computer Vision, MLOps",Associate,9,Government,2024-10-19,2024-12-31,2206,7.2,TechCorp Inc,Remote,73,< 60K
AI03988,AI Consultant,87537,USD,87537,Mid,Full-Time,Israel,Medium,South Korea,0,"Java, Scala, Deep Learning, Azure",Master,2,Energy,2025-02-28,2025-04-22,2433,8.3,Predictive Systems,On-Site,53,60K-100K
AI03989,AI Architect,26899,USD,26899,Junior,Contract,India,Medium,Estonia,0,"Scala, NLP, Docker",Master,0,Healthcare,2024-05-09,2024-07-19,1252,5.6,DataVision Ltd,On-Site,71,< 60K
AI03990,AI Architect,89970,USD,89970,Senior,Part-Time,South Korea,Small,Germany,0,"R, MLOps, AWS",Bachelor,7,Telecommunications,2024-11-08,2025-01-03,809,5.6,Cognitive Computing,On-Site,56,60K-100K
AI03991,Deep Learning Engineer,135427,USD,135427,Senior,Freelance,Finland,Large,Finland,50,"Java, GCP, Scala",PhD,6,Government,2025-03-24,2025-05-14,1411,6.9,Machine Intelligence Group,Hybrid,51,100K-150K
AI03992,NLP Engineer,55414,EUR,47102,Junior,Part-Time,Austria,Medium,Latvia,0,"Hadoop, Python, Spark, TensorFlow",PhD,0,Transportation,2025-01-27,2025-02-21,977,8.9,DataVision Ltd,On-Site,25,< 60K
AI03993,AI Architect,214757,CHF,193281,Senior,Contract,Switzerland,Medium,Switzerland,100,"Tableau, TensorFlow, Kubernetes, Azure",PhD,8,Energy,2024-08-26,2024-09-11,2055,8.7,Cloud AI Solutions,Remote,16,> 150K
AI03994,AI Specialist,165695,USD,165695,Senior,Freelance,United States,Medium,United States,50,"MLOps, Kubernetes, Deep Learning, Git",Associate,5,Finance,2025-02-24,2025-04-26,1087,7.7,Algorithmic Solutions,Hybrid,61,> 150K
AI03995,AI Research Scientist,88990,USD,88990,Junior,Contract,Denmark,Medium,Denmark,50,"Python, TensorFlow, AWS",Master,0,Government,2025-02-19,2025-03-07,697,5.4,Advanced Robotics,Hybrid,16,60K-100K
AI03996,Head of AI,74202,GBP,55652,Junior,Full-Time,United Kingdom,Medium,United Kingdom,0,"Python, Kubernetes, GCP, Spark",Associate,1,Consulting,2025-01-24,2025-03-26,1970,6.7,Cognitive Computing,On-Site,61,60K-100K
AI03997,Computer Vision Engineer,127421,USD,127421,Executive,Full-Time,Finland,Small,Netherlands,100,"SQL, Docker, Tableau, PyTorch",Master,11,Healthcare,2024-04-12,2024-04-29,920,9.1,DeepTech Ventures,Remote,17,100K-150K
AI03998,Computer Vision Engineer,278984,CHF,251086,Executive,Part-Time,Switzerland,Large,Austria,0,"Python, TensorFlow, MLOps, GCP, Data Visualization",Master,14,Finance,2024-02-11,2024-03-09,595,6.2,Smart Analytics,On-Site,27,> 150K
AI03999,Autonomous Systems Engineer,158896,USD,158896,Senior,Full-Time,Norway,Small,Norway,0,"Data Visualization, Tableau, Hadoop, MLOps",Master,9,Technology,2024-03-19,2024-05-23,541,5.4,TechCorp Inc,On-Site,65,> 150K
AI04000,Robotics Engineer,135260,USD,135260,Mid,Full-Time,United States,Large,United States,0,"Scala, Python, Hadoop, TensorFlow",PhD,2,Consulting,2024-01-29,2024-02-19,1479,5.3,TechCorp Inc,On-Site,21,100K-150K
AI04001,AI Architect,75021,EUR,63768,Mid,Full-Time,Austria,Small,Colombia,50,"Java, R, Data Visualization, NLP",Bachelor,2,Government,2024-02-01,2024-03-04,1164,9.1,Machine Intelligence Group,Hybrid,32,60K-100K
AI04002,Head of AI,154992,EUR,131743,Executive,Freelance,Austria,Small,Austria,50,"Linux, Git, Spark",Associate,19,Automotive,2025-03-28,2025-04-22,1595,6.9,DataVision Ltd,Hybrid,25,> 150K
AI04003,Robotics Engineer,190121,JPY,20913310,Executive,Freelance,Japan,Large,Japan,100,"Git, Linux, Deep Learning",PhD,11,Government,2024-04-16,2024-06-21,1539,7.5,Predictive Systems,Remote,66,> 150K
AI04004,Machine Learning Engineer,385410,CHF,346869,Executive,Freelance,Switzerland,Large,Switzerland,0,"Data Visualization, Java, GCP",Bachelor,16,Real Estate,2024-12-18,2025-01-04,849,5.5,Cognitive Computing,On-Site,17,> 150K
AI04005,Computer Vision Engineer,100524,USD,100524,Senior,Full-Time,Israel,Small,Chile,50,"TensorFlow, Hadoop, Kubernetes",Master,5,Real Estate,2025-03-09,2025-05-15,1296,7.4,DeepTech Ventures,Hybrid,67,100K-150K
AI04006,Machine Learning Researcher,277819,USD,277819,Executive,Part-Time,Denmark,Medium,Denmark,100,"Data Visualization, Python, SQL, Hadoop",Master,14,Gaming,2025-03-22,2025-05-02,1616,9.1,Autonomous Tech,Remote,41,> 150K
AI04007,NLP Engineer,65703,AUD,88699,Junior,Freelance,Australia,Small,Australia,50,"Hadoop, TensorFlow, Python, NLP",Associate,1,Finance,2024-01-21,2024-03-02,532,8.9,Machine Intelligence Group,Hybrid,41,60K-100K
AI04008,Data Scientist,132522,EUR,112644,Senior,Full-Time,France,Large,France,50,"Scala, PyTorch, Java, Deep Learning, Mathematics",PhD,6,Transportation,2024-04-13,2024-06-10,1844,7.3,TechCorp Inc,Hybrid,58,100K-150K
AI04009,Autonomous Systems Engineer,165364,EUR,140559,Executive,Freelance,France,Small,France,0,"Computer Vision, Tableau, Hadoop, R, Deep Learning",Master,11,Transportation,2025-04-07,2025-06-14,1602,5.7,Digital Transformation LLC,On-Site,68,> 150K
AI04010,Principal Data Scientist,106407,AUD,143649,Senior,Contract,Australia,Small,Australia,0,"PyTorch, Hadoop, SQL, Azure",PhD,9,Technology,2024-08-07,2024-09-11,1007,5.1,Predictive Systems,On-Site,35,100K-150K
AI04011,Autonomous Systems Engineer,72285,JPY,7951350,Junior,Contract,Japan,Medium,Turkey,50,"Python, Spark, Hadoop, Computer Vision, TensorFlow",Bachelor,0,Education,2024-02-16,2024-03-17,2400,6.7,Algorithmic Solutions,Hybrid,30,60K-100K
AI04012,Principal Data Scientist,105498,USD,105498,Senior,Full-Time,Finland,Small,Finland,0,"Linux, R, Statistics, SQL, Java",Associate,8,Telecommunications,2024-03-20,2024-05-17,1901,9.7,DeepTech Ventures,On-Site,58,100K-150K
AI04013,Autonomous Systems Engineer,93513,EUR,79486,Mid,Contract,Netherlands,Small,Netherlands,50,"R, Python, Tableau, Git",Bachelor,3,Energy,2024-10-14,2024-11-17,915,7.7,Cognitive Computing,Hybrid,34,60K-100K
AI04014,Data Scientist,56370,USD,56370,Junior,Part-Time,Finland,Medium,Finland,0,"MLOps, Python, Docker",PhD,0,Real Estate,2024-02-08,2024-03-27,722,7.5,Future Systems,On-Site,48,< 60K
AI04015,Computer Vision Engineer,111901,EUR,95116,Mid,Full-Time,France,Large,Indonesia,50,"Scala, Linux, Java, Git, Statistics",Associate,2,Healthcare,2025-03-14,2025-04-07,750,9.7,Cognitive Computing,Hybrid,24,100K-150K
AI04016,AI Product Manager,250059,USD,250059,Executive,Contract,Denmark,Small,Denmark,0,"Python, TensorFlow, Hadoop, Mathematics, Computer Vision",Associate,18,Telecommunications,2024-09-18,2024-10-22,2174,6.3,Neural Networks Co,On-Site,34,> 150K
AI04017,Research Scientist,273161,USD,273161,Executive,Contract,Denmark,Medium,Switzerland,50,"PyTorch, Tableau, Deep Learning, Statistics",Bachelor,19,Consulting,2024-11-21,2024-12-06,612,5.3,Quantum Computing Inc,Hybrid,15,> 150K
AI04018,Data Engineer,132189,EUR,112361,Senior,Freelance,Germany,Small,Estonia,100,"Linux, Data Visualization, Scala",Master,8,Education,2025-01-23,2025-03-28,1573,6.8,Autonomous Tech,Remote,64,100K-150K
AI04019,AI Architect,66589,EUR,56601,Junior,Part-Time,Germany,Medium,Germany,50,"Linux, Java, NLP",Associate,0,Real Estate,2024-04-14,2024-05-18,1587,9.5,Smart Analytics,Hybrid,34,60K-100K
AI04020,Data Analyst,60676,EUR,51575,Junior,Freelance,France,Medium,Singapore,0,"Computer Vision, GCP, Python, Spark, TensorFlow",Bachelor,0,Education,2024-05-27,2024-06-23,1379,8.3,Quantum Computing Inc,On-Site,27,60K-100K
AI04021,Principal Data Scientist,109570,CAD,136963,Senior,Contract,Canada,Medium,Romania,0,"GCP, Azure, Data Visualization, AWS",PhD,9,Government,2024-12-17,2025-01-15,2415,5.9,DeepTech Ventures,On-Site,29,100K-150K
AI04022,Machine Learning Engineer,58052,USD,58052,Junior,Full-Time,Israel,Small,France,50,"Git, Statistics, MLOps, Azure",Associate,1,Consulting,2024-08-18,2024-10-19,1438,7.2,DeepTech Ventures,Hybrid,62,< 60K
AI04023,AI Research Scientist,98945,EUR,84103,Mid,Freelance,Austria,Medium,Austria,0,"MLOps, PyTorch, Git, AWS",Associate,3,Manufacturing,2024-12-06,2025-01-26,1831,9.1,Algorithmic Solutions,On-Site,51,60K-100K
AI04024,AI Product Manager,199637,USD,199637,Executive,Contract,Israel,Large,Israel,100,"Java, Linux, Hadoop",Bachelor,12,Consulting,2024-02-08,2024-02-24,2356,9.9,TechCorp Inc,Remote,16,> 150K
AI04025,AI Software Engineer,78109,USD,78109,Mid,Part-Time,Finland,Small,Finland,50,"NLP, Git, Hadoop, Docker",Master,4,Consulting,2024-04-07,2024-05-19,1816,8.6,Predictive Systems,Hybrid,42,60K-100K
AI04026,AI Software Engineer,73974,USD,73974,Mid,Freelance,Israel,Medium,Malaysia,0,"Python, GCP, Tableau",Associate,4,Automotive,2024-03-20,2024-04-14,1538,6.0,Cloud AI Solutions,On-Site,25,60K-100K
AI04027,AI Software Engineer,134116,EUR,113999,Senior,Part-Time,France,Medium,France,100,"NLP, SQL, MLOps",Bachelor,7,Manufacturing,2024-05-25,2024-06-16,832,5.2,Digital Transformation LLC,Remote,22,100K-150K
AI04028,Deep Learning Engineer,135851,USD,135851,Senior,Contract,Finland,Large,Ghana,100,"Docker, AWS, Tableau, GCP, TensorFlow",Associate,7,Consulting,2024-09-21,2024-10-14,543,8.9,Digital Transformation LLC,Remote,23,100K-150K
AI04029,Deep Learning Engineer,142460,USD,142460,Senior,Part-Time,Ireland,Medium,Thailand,100,"Tableau, Statistics, Linux, Mathematics, Deep Learning",Master,5,Education,2024-04-02,2024-04-20,697,6.5,AI Innovations,Remote,18,100K-150K
AI04030,Head of AI,69316,USD,69316,Junior,Part-Time,Denmark,Small,Japan,50,"SQL, Spark, GCP",Associate,0,Government,2024-04-05,2024-04-24,862,8.1,DataVision Ltd,Hybrid,19,60K-100K
AI04031,Deep Learning Engineer,82158,EUR,69834,Junior,Full-Time,France,Large,France,50,"AWS, MLOps, SQL, PyTorch, Git",Associate,1,Retail,2024-05-17,2024-06-22,1467,5.6,Machine Intelligence Group,Hybrid,36,60K-100K
AI04032,AI Product Manager,167922,USD,167922,Senior,Part-Time,Ireland,Large,Ireland,100,"SQL, AWS, MLOps",Master,5,Healthcare,2024-12-03,2024-12-24,824,9.4,Quantum Computing Inc,Remote,21,> 150K
AI04033,NLP Engineer,142118,EUR,120800,Senior,Freelance,Austria,Large,Austria,100,"Python, Git, SQL, AWS",Associate,8,Manufacturing,2024-07-06,2024-08-18,1172,5.8,Cognitive Computing,Remote,43,100K-150K
AI04034,Deep Learning Engineer,215397,USD,215397,Executive,Full-Time,Israel,Small,Israel,50,"Data Visualization, Statistics, Hadoop, Deep Learning, Docker",Associate,15,Retail,2024-10-07,2024-12-07,2434,7.6,Quantum Computing Inc,Hybrid,61,> 150K
AI04035,Research Scientist,294594,CHF,265135,Executive,Full-Time,Switzerland,Large,China,0,"Data Visualization, AWS, SQL, PyTorch, Java",Associate,10,Manufacturing,2024-06-23,2024-07-07,1111,5.5,TechCorp Inc,On-Site,14,> 150K
AI04036,AI Specialist,63057,USD,63057,Junior,Contract,United States,Medium,United States,50,"NLP, Scala, Data Visualization",Associate,1,Energy,2024-07-30,2024-08-27,2384,10.0,Cloud AI Solutions,Hybrid,28,60K-100K
AI04037,ML Ops Engineer,217874,EUR,185193,Executive,Freelance,Austria,Medium,Portugal,100,"Java, Hadoop, Computer Vision, R, Python",Master,19,Education,2024-08-26,2024-10-09,2330,9.6,Smart Analytics,Remote,44,> 150K
AI04038,Autonomous Systems Engineer,32792,USD,32792,Senior,Part-Time,India,Small,India,50,"GCP, Python, SQL, R",Associate,8,Gaming,2024-10-05,2024-12-16,2354,7.7,Advanced Robotics,Hybrid,72,< 60K
AI04039,ML Ops Engineer,116266,JPY,12789260,Senior,Contract,Japan,Medium,Japan,100,"Kubernetes, Linux, Data Visualization, NLP, Docker",PhD,7,Education,2025-02-08,2025-03-07,1459,6.0,Future Systems,Remote,27,100K-150K
AI04040,AI Research Scientist,70410,EUR,59849,Junior,Freelance,Austria,Large,Austria,50,"PyTorch, Kubernetes, Docker, TensorFlow",PhD,1,Technology,2024-11-11,2024-12-14,1600,5.3,DeepTech Ventures,Hybrid,33,60K-100K
AI04041,Data Analyst,56897,CAD,71121,Junior,Freelance,Canada,Large,Canada,100,"Java, MLOps, R",PhD,1,Consulting,2024-09-04,2024-09-27,2164,8.6,Cognitive Computing,Remote,23,< 60K
AI04042,Autonomous Systems Engineer,135997,CHF,122397,Mid,Part-Time,Switzerland,Small,Ghana,100,"Linux, Python, Kubernetes, MLOps, Data Visualization",Associate,3,Technology,2024-05-14,2024-07-09,1556,7.9,Cloud AI Solutions,Remote,56,100K-150K
AI04043,Machine Learning Engineer,50494,USD,50494,Junior,Full-Time,Israel,Small,Israel,100,"Git, Tableau, PyTorch, Kubernetes, Spark",Associate,1,Media,2024-09-07,2024-10-01,2213,6.0,DataVision Ltd,Remote,24,< 60K
AI04044,AI Research Scientist,144481,GBP,108361,Executive,Part-Time,United Kingdom,Small,United Kingdom,0,"Git, Linux, Data Visualization, Azure",Bachelor,13,Retail,2024-10-06,2024-12-06,1779,5.1,DeepTech Ventures,On-Site,61,100K-150K
AI04045,Principal Data Scientist,102340,USD,102340,Mid,Full-Time,Ireland,Medium,Ireland,50,"GCP, Computer Vision, Linux, Tableau",PhD,3,Retail,2024-06-04,2024-06-24,807,5.4,TechCorp Inc,Hybrid,20,100K-150K
AI04046,AI Research Scientist,289309,USD,289309,Executive,Freelance,Denmark,Small,Denmark,50,"Python, Azure, Tableau, Mathematics",Associate,19,Finance,2025-03-07,2025-04-25,557,7.2,Machine Intelligence Group,Hybrid,49,> 150K
AI04047,AI Specialist,86564,GBP,64923,Junior,Part-Time,United Kingdom,Large,United Kingdom,0,"Linux, Azure, TensorFlow",Associate,0,Education,2024-05-22,2024-06-30,2341,6.6,Cognitive Computing,On-Site,39,60K-100K
AI04048,Computer Vision Engineer,105245,GBP,78934,Mid,Contract,United Kingdom,Large,United Kingdom,0,"Spark, R, Computer Vision, Deep Learning, Python",Master,3,Government,2025-03-07,2025-04-04,2141,7.9,AI Innovations,On-Site,28,100K-150K
AI04049,Principal Data Scientist,135249,USD,135249,Executive,Full-Time,Sweden,Small,Sweden,100,"Mathematics, Git, Spark, SQL, PyTorch",Master,14,Energy,2024-09-23,2024-10-20,1386,8.8,Predictive Systems,Remote,27,100K-150K
AI04050,AI Research Scientist,351014,CHF,315913,Executive,Full-Time,Switzerland,Large,Egypt,50,"Statistics, MLOps, Python, TensorFlow",Master,10,Consulting,2024-10-25,2024-12-13,922,5.8,Quantum Computing Inc,Hybrid,49,> 150K
AI04051,Data Scientist,170313,GBP,127735,Senior,Part-Time,United Kingdom,Large,United Kingdom,0,"Azure, Scala, Statistics, SQL, Deep Learning",Master,5,Gaming,2024-07-27,2024-08-29,1363,5.6,Algorithmic Solutions,On-Site,33,> 150K
AI04052,Autonomous Systems Engineer,96839,USD,96839,Mid,Freelance,Israel,Large,Israel,0,"Scala, Data Visualization, Computer Vision",Associate,3,Automotive,2025-02-16,2025-03-31,2388,9.8,DeepTech Ventures,On-Site,43,60K-100K
AI04053,Machine Learning Engineer,112039,USD,112039,Executive,Contract,South Korea,Medium,South Korea,0,"TensorFlow, GCP, Scala",Bachelor,16,Finance,2024-10-01,2024-12-06,1359,5.5,Future Systems,On-Site,66,100K-150K
AI04054,Autonomous Systems Engineer,161578,GBP,121184,Senior,Freelance,United Kingdom,Large,United Kingdom,50,"Python, Linux, Kubernetes, Git, GCP",PhD,9,Energy,2024-03-23,2024-04-19,538,8.7,Quantum Computing Inc,Hybrid,27,> 150K
AI04055,Deep Learning Engineer,162342,USD,162342,Senior,Contract,United States,Large,United States,0,"Deep Learning, SQL, Scala",Associate,7,Manufacturing,2025-03-11,2025-05-06,1837,6.3,Autonomous Tech,On-Site,56,> 150K
AI04056,AI Software Engineer,81152,CAD,101440,Mid,Freelance,Canada,Medium,Indonesia,50,"Mathematics, Hadoop, SQL, Python, Data Visualization",Master,3,Media,2024-01-16,2024-03-15,1532,5.1,DeepTech Ventures,Hybrid,59,60K-100K
AI04057,Robotics Engineer,146791,EUR,124772,Senior,Part-Time,Germany,Large,Germany,50,"MLOps, Git, Kubernetes",Bachelor,6,Media,2024-11-07,2024-12-21,661,6.9,Predictive Systems,Hybrid,44,100K-150K
AI04058,AI Architect,231457,SGD,300894,Executive,Freelance,Singapore,Medium,Singapore,0,"Computer Vision, TensorFlow, Linux, Tableau",Associate,13,Manufacturing,2024-01-28,2024-03-28,671,6.5,Cognitive Computing,On-Site,60,> 150K
AI04059,Data Scientist,114857,EUR,97628,Senior,Part-Time,Austria,Small,Argentina,0,"Python, TensorFlow, Tableau, NLP",Associate,7,Manufacturing,2024-06-26,2024-07-27,1809,9.5,Future Systems,On-Site,31,100K-150K
AI04060,Computer Vision Engineer,73750,USD,73750,Executive,Contract,China,Large,China,50,"Spark, PyTorch, SQL, Computer Vision",Associate,15,Gaming,2024-07-29,2024-09-12,1258,9.7,TechCorp Inc,Hybrid,45,60K-100K
AI04061,Data Engineer,87162,SGD,113311,Junior,Freelance,Singapore,Large,Singapore,50,"Computer Vision, Spark, Python, Scala",Bachelor,0,Real Estate,2024-10-20,2024-11-29,979,9.8,Autonomous Tech,Hybrid,40,60K-100K
AI04062,Machine Learning Engineer,85264,USD,85264,Executive,Contract,China,Medium,China,50,"Linux, Java, Docker, SQL, Git",Master,17,Education,2025-01-09,2025-02-11,1762,8.9,Digital Transformation LLC,Hybrid,33,60K-100K
AI04063,Principal Data Scientist,72355,CAD,90444,Junior,Freelance,Canada,Medium,Canada,0,"Git, MLOps, Kubernetes, Hadoop",Associate,0,Energy,2024-11-15,2025-01-27,1357,5.3,TechCorp Inc,On-Site,73,60K-100K
AI04064,ML Ops Engineer,83615,AUD,112880,Mid,Contract,Australia,Small,Australia,50,"Git, Hadoop, Mathematics",Associate,4,Retail,2024-01-09,2024-02-05,2152,9.3,DataVision Ltd,Hybrid,27,60K-100K
AI04065,Machine Learning Researcher,201139,USD,201139,Senior,Full-Time,United States,Large,Denmark,0,"Python, Azure, TensorFlow, Hadoop",PhD,8,Energy,2025-03-07,2025-04-17,2236,8.2,Digital Transformation LLC,On-Site,41,> 150K
AI04066,Research Scientist,227744,USD,227744,Executive,Full-Time,Denmark,Medium,Denmark,50,"Docker, Mathematics, R, SQL, Computer Vision",Bachelor,11,Media,2025-02-23,2025-04-26,656,9.3,Predictive Systems,Hybrid,62,> 150K
AI04067,Research Scientist,50231,CAD,62789,Junior,Part-Time,Canada,Medium,Canada,100,"Scala, Spark, SQL, Mathematics",Associate,1,Media,2024-07-17,2024-07-31,572,7.1,Machine Intelligence Group,Remote,14,< 60K
AI04068,Data Analyst,149410,EUR,126999,Executive,Full-Time,Austria,Medium,Austria,50,"Kubernetes, PyTorch, MLOps",PhD,15,Automotive,2024-04-20,2024-06-19,941,9.2,AI Innovations,Hybrid,60,100K-150K
AI04069,Data Engineer,322650,CHF,290385,Executive,Freelance,Switzerland,Small,Switzerland,50,"NLP, Linux, Python",PhD,18,Consulting,2024-07-24,2024-08-24,1900,6.3,Autonomous Tech,Hybrid,31,> 150K
AI04070,Head of AI,138075,CAD,172594,Senior,Freelance,Canada,Large,Canada,50,"GCP, Kubernetes, Data Visualization, SQL",Bachelor,8,Technology,2025-03-05,2025-04-21,2390,6.1,Cloud AI Solutions,Hybrid,47,100K-150K
AI04071,Data Engineer,70492,USD,70492,Mid,Freelance,South Korea,Large,South Korea,0,"NLP, R, Kubernetes, Linux, TensorFlow",Bachelor,4,Media,2024-09-10,2024-11-05,1832,8.5,DataVision Ltd,On-Site,56,60K-100K
AI04072,AI Architect,50946,USD,50946,Junior,Full-Time,South Korea,Small,South Korea,0,"Deep Learning, Java, Computer Vision, AWS, Kubernetes",Associate,0,Transportation,2024-05-11,2024-07-06,1102,7.1,Autonomous Tech,On-Site,56,< 60K
AI04073,AI Architect,74567,JPY,8202370,Junior,Full-Time,Japan,Medium,Sweden,0,"TensorFlow, Linux, Python, SQL, AWS",Associate,1,Manufacturing,2024-02-19,2024-03-15,514,5.3,Cognitive Computing,On-Site,25,60K-100K
AI04074,Machine Learning Engineer,63683,AUD,85972,Junior,Contract,Australia,Large,Australia,100,"Python, NLP, GCP, Mathematics, Git",Associate,0,Government,2024-12-08,2025-01-07,1692,5.7,TechCorp Inc,Remote,30,60K-100K
AI04075,AI Product Manager,93281,USD,93281,Junior,Full-Time,United States,Large,Ukraine,100,"Hadoop, Python, Azure, Spark, Statistics",Bachelor,1,Technology,2024-08-20,2024-10-15,1066,6.7,Cloud AI Solutions,Remote,56,60K-100K
AI04076,Deep Learning Engineer,86606,CAD,108258,Mid,Part-Time,Canada,Small,Ireland,0,"Docker, Scala, Linux",Bachelor,3,Media,2024-05-08,2024-06-29,573,6.2,Smart Analytics,On-Site,52,60K-100K
AI04077,AI Software Engineer,114314,EUR,97167,Senior,Contract,France,Medium,France,100,"Azure, Git, Hadoop, Data Visualization, Mathematics",PhD,7,Media,2024-09-26,2024-11-11,743,5.1,AI Innovations,Remote,46,100K-150K
AI04078,Machine Learning Researcher,44105,USD,44105,Senior,Part-Time,India,Large,India,0,"Java, Hadoop, MLOps",PhD,6,Retail,2024-07-10,2024-09-01,724,5.7,Future Systems,On-Site,53,< 60K
AI04079,AI Specialist,87807,EUR,74636,Mid,Full-Time,Austria,Large,Austria,50,"PyTorch, Git, Java, Scala, TensorFlow",Bachelor,3,Automotive,2024-03-30,2024-04-19,2006,7.2,AI Innovations,Hybrid,20,60K-100K
AI04080,Principal Data Scientist,105998,AUD,143097,Mid,Full-Time,Australia,Large,Australia,100,"Spark, Tableau, GCP, Linux, Hadoop",Bachelor,4,Energy,2024-09-05,2024-11-16,1627,7.3,Cloud AI Solutions,Remote,72,100K-150K
AI04081,Deep Learning Engineer,205845,CHF,185261,Senior,Contract,Switzerland,Medium,Portugal,0,"Kubernetes, Python, Data Visualization, Computer Vision, Azure",Associate,9,Telecommunications,2024-03-05,2024-04-06,2211,8.5,Machine Intelligence Group,On-Site,32,> 150K
AI04082,AI Architect,108031,SGD,140440,Senior,Contract,Singapore,Small,Singapore,50,"Mathematics, Azure, PyTorch",Associate,6,Manufacturing,2024-09-20,2024-10-30,1358,9.2,DeepTech Ventures,Hybrid,40,100K-150K
AI04083,AI Consultant,43599,USD,43599,Mid,Part-Time,China,Small,China,50,"MLOps, R, TensorFlow, SQL, GCP",Associate,4,Media,2024-02-23,2024-05-01,2059,6.4,Quantum Computing Inc,Hybrid,68,< 60K
AI04084,Data Scientist,100782,GBP,75587,Mid,Freelance,United Kingdom,Small,United Kingdom,100,"Mathematics, R, SQL, Spark",Bachelor,3,Manufacturing,2025-02-21,2025-04-09,2245,9.9,Algorithmic Solutions,Remote,47,100K-150K
AI04085,Autonomous Systems Engineer,124064,SGD,161283,Senior,Part-Time,Singapore,Small,Israel,50,"Java, Scala, NLP, Azure",PhD,8,Gaming,2024-12-25,2025-02-16,1257,7.4,DataVision Ltd,Hybrid,53,100K-150K
AI04086,Head of AI,32020,USD,32020,Junior,Freelance,China,Large,China,100,"SQL, Hadoop, PyTorch, Linux",Associate,1,Media,2024-01-09,2024-01-30,878,8.5,Algorithmic Solutions,Remote,21,< 60K
AI04087,Machine Learning Engineer,88815,USD,88815,Mid,Freelance,Finland,Medium,Finland,50,"Linux, Java, Git, Mathematics, NLP",Bachelor,3,Finance,2024-08-21,2024-10-25,2150,6.1,Digital Transformation LLC,Hybrid,65,60K-100K
AI04088,Data Analyst,102567,CHF,92310,Mid,Full-Time,Switzerland,Medium,Switzerland,50,"Hadoop, Python, PyTorch",Master,4,Consulting,2025-01-14,2025-03-03,1066,7.6,Predictive Systems,Hybrid,48,100K-150K
AI04089,Computer Vision Engineer,72234,USD,72234,Junior,Full-Time,Ireland,Medium,Ireland,50,"Java, Statistics, SQL, Python, Kubernetes",Associate,1,Telecommunications,2024-03-08,2024-05-01,1659,9.1,Algorithmic Solutions,Hybrid,54,60K-100K
AI04090,NLP Engineer,284726,CHF,256253,Executive,Freelance,Switzerland,Medium,Italy,0,"Python, PyTorch, TensorFlow",Master,15,Gaming,2025-02-28,2025-05-07,697,6.5,Algorithmic Solutions,On-Site,68,> 150K
